date,country/region,y/cases,y_cases_increasing_rate,y/death,y_cases_increasing_rate,population,GDPPC,%_ages_0-14  ,%_ages_15-64  ,%_ages_65+,temperature,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6_Facial Coverings,H6_Flag,H6_Notes,M1_Wildcard,M1_Notes,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,cases_1_day_before,cases_2_day_before,cases_3_day_before,cases_4_day_before,cases_5_day_before
11/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
12/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
13/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
14/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
15/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
16/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
17/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
18/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
19/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
20/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
21/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
22/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
23/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
24/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,"Potential case tested by Foreign Health service following government prevention and control protocols in the face of an international health alert, carried out a new evaluation of the possible case. https://web.archive.org/web/20200408151937/https://www.mscbs.gob.es/gabinete/notasPrensa.do?metodo=detalle&id=4773",0,,0,,0,,0,,,,,0,0,2.38,2.78,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
25/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,0,,,,,0,0,2.38,2.78,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
26/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,0,,,,,0,0,2.38,2.78,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
27/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,0,,,,,0,0,2.38,2.78,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,1
28/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,0,,,,,0,0,2.38,2.78,0,1.484,1.062,0.362,0.153,0.079,0,0,0,1,0
29/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,0,,,,,0,0,2.38,2.78,0,1.484,1.062,0.362,0.153,0.079,0,0,1,0,0
30/01/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,0,,,,,0,0,2.38,2.78,0,1.484,1.062,0.362,0.153,0.079,0,1,0,0,0
31/01/2020,Spain,0,-1,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,6.543,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,"Following the coronavirus outbreak in China, the Government of Spain has promoted a number of public information channels for gathering all the relevant information from the various ministerial departments. The purpose is to allow anyone interested in this topic to access information from reliable expert sources. /web/20200430102339/https://www.lamoncloa.gob.es/lang/en/gobierno/news/paginas/2020/20200131info-coronavirus.aspx",1,"first case in Canary Islands, contacts also tested following Public Health Ministry guidelines. https://web.archive.org/web/20200131225909/https://elpais.com/sociedad/2020/01/31/actualidad/1580509404_469734.html",2,"HTatlow: 31st January- first case in Canary Islands, contacts also tested following Public Health Ministry guidelines. https://web.archive.org/web/20200131225909/https://elpais.com/sociedad/2020/01/31/actualidad/1580509404_469734.html",0,,246961,https://www.lamoncloa.gob.es/lang/en/https://www.lamoncloa.gob.es/lang/en/gobierno/news/paginas/2020/20200316researching.aspx/news/paginas/2020/20200316researching.aspx,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,1,0,0,0,0
01/02/2020,Spain,1,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
02/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
03/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
04/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"Case by case quarantine: ""The minister reported that the only case that has tested positive in Spain is that of the German patient in hospital on La Gomera, who remains asymptomatic. Those people who were in contact with him are also asymptomatic, although they remain isolated and under surveillance. The Spaniards repatriated from Wuhan remain in quarantine at G籀mez Ulla Hospital, and do not present any symptoms either."" (Based on symptoms). https://www.lamoncloa.gob.es/lang/en/gobierno/councilministers/paginas/2020/20200204council.aspx",0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
05/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,1
06/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,1,0
07/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,1,0,0
08/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,1,0,0,0
09/02/2020,Spain,0,-1,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,1,0,0,0,0
10/02/2020,Spain,1,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
11/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
12/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
13/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
14/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
15/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
16/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
17/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
18/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
19/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,0
20/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,0,1
21/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,0,1,6
22/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,0,1,6,8
23/02/2020,Spain,0,0,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,0,,,,,11.11,14.29,16.67,19.44,0,1.484,1.062,0.362,0.153,0.079,0,1,6,8,18
24/02/2020,Spain,0,-1,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,first person tests positive in mainland spain. Catalan health authorities have isolated 25 people with whom she came into contact and are carrying out tests to see if they have the virus. https://web.archive.org/web/20200408121902/https://www.aljazeera.com/news/2020/02/1000-tourists-tenerife-quarantine-coronavirus-diagnosis-200225115101427.html,1,24th Feb- first person tests positive in mainland spain. Catalan health authorities have isolated 25 people with whom she came into contact and are carrying out tests to see if they have the virus. https://web.archive.org/web/20200408121902/https://www.aljazeera.com/news/2020/02/1000-tourists-tenerife-quarantine-coronavirus-diagnosis-200225115101427.html,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,1,6,8,18,19
25/02/2020,Spain,1,-0.8333333333,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"""People who have symptoms and who have been in China (not just the province of Hubei), South Korea, Japan, Singapore, Iran and four regions in northern Italy: Lombardy, Veneto, Piedmont and Emilia Romagna in the previous 14 days must be considered possible cases and therefore tests must be carried out and the corresponding procedures must be applied""; Information to travelers in ports and airports: informative pieces will be prepared for dissemination on airplanes that land in Spain, with basic prevention measures and recommendations, especially those that come from risk areas. (No screening or quarantine measures, only information, hence 0); https://web.archive.org/web/20200225210139/https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/sanidad14/Paginas/2020/25022020_cironavirus.aspx",0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,6,8,18,19,28
26/02/2020,Spain,6,-0.25,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,8,18,19,28,54
27/02/2020,Spain,8,-0.5555555556,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,18,19,28,54,56
28/02/2020,Spain,18,-0.05263157895,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,19,28,54,56,75
29/02/2020,Spain,19,-0.3214285714,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,5.31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,28,54,56,75,81
01/03/2020,Spain,28,-0.4814814815,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,54,56,75,81,183
02/03/2020,Spain,54,-0.03571428571,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,56,75,81,183,233
03/03/2020,Spain,56,-0.2533333333,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,75,81,183,233,330
04/03/2020,Spain,75,-0.07407407407,0,-1,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,81,183,233,330,433
05/03/2020,Spain,81,-0.5573770492,1,-0.5,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,183,233,330,433,772
06/03/2020,Spain,183,-0.2145922747,2,0,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,233,330,433,772,975
07/03/2020,Spain,233,-0.2939393939,2,0,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,330,433,772,975,1153
08/03/2020,Spain,330,-0.2378752887,0,0,46937060,26831.63,14.576872,65.7753051,19.6478229,10.979,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,0,,,,,11.11,14.29,13.1,15.28,0,1.484,1.062,0.362,0.153,0.079,433,772,975,1153,1531
